uploadID uploadRA uploadDEC uploadSearchID objID survey specObjID distance_arcmin fov_radius IAUName ra dec band nuv_exptime fuv_exptime fuv_mag_1 fuv_magerr nuv_mag nuv_magerr fuv_flux fuv_fluxerr nuv_flux nuv_fluxerr e_bv spectra fuv_fwhm_world nuv_fwhm_world ra_cent dec_cent minObsDate meanObsDate maxObsDate minObsMJD meanObsMJD maxObsMJD tilename tilenum_1 img subvis photoextractid nuv_flux_auto nuv_flux_aper_7 nuv_artifact fuv_flux_auto fuv_flux_aper_7 fuv_artifact X_IMAGE Y_IMAGE FLUX_AUTO FLUXERR_AUTO FLUX_APER A_IMAGE B_IMAGE THETA_IMAGE FWHM_IMAGE nuv_sex gl_sex gb_sex ra_sex dec_sex nuv_galex fuv_mag_2 ra_galex dec_galex gl_galex gb_galex tilenum_2
51 308.5604163495621 50.80156336021636 51 6371619535271757208 AIS 0 0.0 0.2243586927652359 "GALEX J203414.5+504805" 308.5604163495621 50.80156336021636 1 112.0 0.0 -999.0 -999.0 16.5843029 0.027522359 -999.0 -999.0 843.874939 21.3862152 1.24513173 false -99.0 0.00161164172 308.88314 50.89547 2011-09-11 2011-09-11 2011-09-11 55815.24386574074 55815.24386574074 55815.245162037034 AIS_20 50020 1 86 6371619535270707200 25.019493103027344 25.792770385742188 0 -99.0 -99.0 -999 971.6090087890625 39395.5 48.577 0.662058 13.4756 1.33634 1.13706 33.0878 4.245639801025391 15.863900184631348 87.9774785085 6.28280630424 308.560488194 50.801505031 16.58430290222168 -999.0 308.5604163495621 50.80156336021636 87.97755432128906 6.2827982902526855 50020
52 304.9664810859769 51.48599264979504 52 6371619528829308174 AIS 0 0.0 0.31720635294914246 "GALEX J201951.9+512909" 304.9664810859769 51.48599264979504 1 104.0 0.0 -999.0 -999.0 17.9949074 0.05387486 -999.0 -999.0 230.163437 11.4180689 0.298715383 false -99.0 0.0016681907 304.56631 51.29039 2011-09-10 2011-09-10 2011-09-10 55814.617835648154 55814.617835648154 55814.61903935185 AIS_20 50020 1 80 6371619528828256256 6.8239641189575195 6.969756126403809 0 -99.0 -99.0 -999 2732.56005859375 44866.5 155.856 1.83755 122.6 0.918738 0.725842 -43.7408 4.265769958496094 14.598199844360352 87.2437689068 8.52381404144 304.966289205 51.4857904254 17.99490737915039 -999.0 304.9664810859769 51.48599264979504 87.24405670166016 8.5237455368042 50020
53 309.1628940772445 51.63892607570256 53 6371619525608080755 AIS 0 0.0 0.19878575205802917 "GALEX J203639.0+513820" 309.1628940772445 51.63892607570256 1 122.0 0.0 -999.0 -999.0 17.1606083 0.0346794128 -999.0 -999.0 496.3133 15.8488522 0.618945062 false -99.0 0.001460686 309.314 51.8143 2011-09-11 2011-09-11 2011-09-11 55815.51758101852 55815.51758101852 55815.51899305556 AIS_20 50020 1 77 6371619525607030784 14.714866638183594 15.24324893951416 17 -99.0 -99.0 -999 960.3079833984375 39865.0 33.4391 0.608005 10.2805 1.3567 1.02614 74.8045 4.086989879608154 16.269399642944336 88.8808408932 6.47600909763 309.162834256 51.6387620898 17.160608291625977 -999.0 309.1628940772445 51.63892607570256 88.88105010986328 6.47599983215332 50020
54 316.7010244291243 52.30241436398193 54 6371971290945815708 AIS 0 0.0 0.5806946158409119 "GALEX J210648.2+521808" 316.7010244291243 52.30241436398193 1 104.0 0.0 -999.0 -999.0 17.8375187 0.04599106 -999.0 -999.0 266.067627 11.26771 3.43503428 false -99.0 0.00241343072 315.75362 52.34619 2011-09-12 2011-09-12 2011-09-12 55816.26710648148 55816.26710648148 55816.26831018519 AIS_30 50030 1 4 6371971290944765952 7.888464450836182 7.9936747550964355 0 -99.0 -99.0 -999 1262.1300048828125 32205.80078125 26.1883 0.599254 4.73177 1.87229 1.30541 10.9885 7.123109817504883 16.534700393676758 92.3523464361 3.30875147664 316.701937201 52.3026755039 17.8375186920166 -999.0 316.7010244291243 52.30241436398193 92.35183715820312 3.3089189529418945 50030
57 315.9118205013455 53.98534268428048 57 6371865825876378824 AIS 0 0.0 0.23382890224456787 "GALEX J210338.8+535907" 315.9118205013455 53.98534268428048 1 96.0 0.0 -999.0 -999.0 17.8128548 0.0520459637 -999.0 -999.0 272.1811 13.0441322 1.70335853 false -99.0 0.00158292952 315.53075 54.05281 2011-09-12 2011-09-12 2011-09-12 55816.47094907407 55816.47094907407 55816.47206018519 AIS_27 50027 1 86 6371865825875329024 8.069718360900879 8.481130599975586 640 -99.0 -99.0 -999 1171.2900390625 35766.30078125 14.7188 0.468659 4.89138 1.35735 0.969975 -77.0928 4.076729774475098 17.16029930114746 93.2904112946 4.78479970784 315.911358183 53.9847855689 17.812854766845703 -999.0 315.9118205013455 53.98534268428048 93.29106903076172 4.784897327423096 50027
58 328.1479953926498 46.43639671179479 58 6371971352149101440 AIS 0 0.0 0.3841366767883301 "GALEX J215235.5+462611" 328.1479953926498 46.43639671179479 1 176.0 0.0 -999.0 -999.0 17.94987 0.04472932 -999.0 -999.0 239.9121 9.881311 0.375712544 false -99.0 0.00154099334 327.59195 46.46454 2011-09-24 2011-09-24 2011-09-24 55828.85954861111 55828.90121527777 55828.92896990741 AIS_30 50030 1 61 6371971352148049920 7.112995624542236 7.152768611907959 0 -99.0 -99.0 -999 2241.5 9671.91015625 13.9025 0.370649 3.30186 1.56067 1.09138 -66.0401 4.937829971313477 17.222299575805664 93.7513361862 -6.05393858884 328.148184337 46.4367140256 17.94986915588379 -999.0 328.1479953926498 46.43639671179479 93.75111389160156 -6.054170608520508 50030
59 329.2534756832857 47.20480275893494 59 6372006559069768466 AIS 0 0.0 0.40631234645843506 "GALEX J215700.8+471217" 329.2534756832857 47.20480275893494 1 179.05 0.0 -999.0 -999.0 16.9535923 0.0257114749 -999.0 -999.0 600.568848 14.2187023 0.215697423 false -99.0 0.00180979772 329.84919 47.24234 2011-09-24 2011-09-24 2011-09-24 55828.85174768518 55828.89341435185 55828.92119212963 AIS_31 50031 1 82 6372006559068717056 17.805870056152344 17.816194534301758 17 -99.0 -99.0 -999 1850.949951171875 9985.8798828125 29.1615 0.527221 3.82759 1.82175 1.03823 63.165 4.397459983825684 16.417999267578125 94.8275103374 -5.92463305307 329.253374757 47.2050740154 16.95359230041504 -999.0 329.2534756832857 47.20480275893494 94.82747650146484 -5.924953937530518 50031
60 317.7900253530535 56.65686722691699 60 6371865791516640273 AIS 0 0.0 0.20813119411468506 "GALEX J211109.6+563924" 317.7900253530535 56.65686722691699 1 192.0 0.0 -999.0 -999.0 17.251873 0.0275444388 -999.0 -999.0 456.3001 11.5732327 1.36549926 false -99.0 0.00144912547 317.51127 56.79804 2011-09-22 2011-09-22 2011-09-23 55826.73850694445 55826.94684027778 55827.15042824075 AIS_27 50027 1 54 6371865791515590656 13.528541564941406 13.931244850158691 0 -99.0 -99.0 -999 1183.31005859375 38191.5 261.366 1.82363 37.7936 2.62272 1.27173 78.3156 6.625569820404053 14.03689956665039 95.9995608607 5.78668124633 317.79024888 56.6567637499 17.251873016357422 -999.0 317.7900253530535 56.65686722691699 95.99960327148438 5.786778926849365 50027
63 337.2230906810341 48.4039099279337 63 6372006532226223533 AIS 0 0.0 0.22218728065490723 "GALEX J222853.5+482414" 337.2230906810341 48.4039099279337 1 123.05 0.0 -999.0 -999.0 17.9014034 0.04714565 -999.0 -999.0 250.863831 10.8905506 0.2048547 false -99.0 0.00193929451 337.55033 48.35779 2011-08-11 2011-08-11 2011-08-11 55784.908125 55784.908125 55784.90954861111 AIS_31 50031 1 57 6372006532225171456 7.43769645690918 7.129611015319824 0 -99.0 -99.0 -999 2485.889892578125 4928.259765625 12.6751 0.379436 2.53564 1.76841 1.14133 -44.0724 6.137320041656494 17.322599411010742 99.940421844 -8.00053305865 337.223310758 48.404538562 17.901403427124023 -999.0 337.2230906810341 48.4039099279337 99.94004821777344 -8.001046180725098 50031
65 336.2317202861753 52.1863906733378 65 6372006490350294373 AIS 0 0.0 0.5855507254600525 "GALEX J222455.6+521111" 336.2317202861753 52.1863906733378 1 189.1 0.0 -999.0 -999.0 17.3921165 0.0377645753 -999.0 -999.0 401.007935 13.9446545 0.31717816 false -99.0 0.0029100948 337.08816 51.93031 2011-09-26 2011-09-26 2011-09-26 55830.02004629629 55830.06171296296 55830.08965277778 AIS_31 50031 1 18 6372006490349240320 11.889220237731934 11.66597843170166 17 -99.0 -99.0 -999 1105.1500244140625 13544.5 18.954 0.372338 3.43209 1.49537 1.17769 -4.55751 5.249629974365234 16.885700225830078 101.408571693 -4.45414170913 336.232211226 52.1868932505 17.39211654663086 -999.0 336.2317202861753 52.1863906733378 101.40811920166016 -4.4544572830200195 50031
66 332.879315158494 55.17035127984206 66 6372006472096683560 AIS 0 0.0 0.51358962059021 "GALEX J221131.0+551013" 332.879315158494 55.17035127984206 1 192.0 0.0 -999.0 -999.0 16.00986 0.0168971382 -999.0 -999.0 1432.373 22.286377 0.7667268 false -99.0 0.00217513531 333.62304 54.8839 2011-09-26 2011-09-26 2011-09-26 55830.027928240735 55830.0695949074 55830.0975 AIS_31 50031 1 1 6372006472095629312 42.46748733520508 42.283287048339844 17 -99.0 -99.0 -999 1125.1300048828125 22165.099609375 67.3599 0.683908 6.49615 2.63785 1.05383 3.4545 8.274410247802734 15.508999824523926 101.400247128 -0.871128205823 332.879027884 55.170157699 16.009859085083008 -999.0 332.879315158494 55.17035127984206 101.40055847167969 -0.8711139559745789 50031
68 339.1274426387029 53.42941999258483 68 6372006473170422135 AIS 0 0.0 0.11985121667385101 "GALEX J223630.5+532545" 339.1274426387029 53.42941999258483 1 176.05 0.0 -999.0 -999.0 17.9651642 0.0581525564 -999.0 -999.0 236.556168 12.6669865 0.713853538 false -99.0 0.002318845 339.28043 53.50734 2011-09-27 2011-10-17 2011-11-07 55831.05500000001 55851.596666666665 55872.19658564815 AIS_31 50031 1 2 6372006473169371136 7.013498306274414 7.013819217681885 514 -99.0 -99.0 -999 304.739990234375 8176.3701171875 16.5137 0.446719 2.84646 1.71046 0.850147 -25.3544 7.205090045928955 17.035400390625 103.55498612 -4.28836645267 339.127908825 53.4299027122 17.965164184570312 -999.0 339.1274426387029 53.42941999258483 103.55458068847656 -4.288693904876709 50031
69 321.0325607109776 64.1127039123651 69 6371795443173556497 AIS 0 0.0 0.5047369599342346 "GALEX J212407.8+640645" 321.0325607109776 64.1127039123651 1 141.05 0.0 -999.0 -999.0 17.8704376 0.0466414876 -999.0 -999.0 258.1218 11.0858049 0.686209738 false -99.0 0.00193191692 321.63919 64.54363 2011-11-04 2011-11-04 2011-11-04 55869.11849537037 55869.11849537037 55869.12012731482 AIS_25 50025 1 73 6371795443172507648 7.652883052825928 8.097368240356445 17 -99.0 -99.0 -999 2722.89990234375 42222.30078125 12.6801 0.368618 5.43849 1.76468 0.690753 -36.0247 6.590640068054199 17.322200775146484 102.547445962 9.79230368207 321.031489444 64.112330642 17.870437622070312 -999.0 321.0325607109776 64.1127039123651 102.54808807373047 9.792186737060547 50025
70 321.0320521820354 64.11283304084748 70 6371795452837235565 AIS 0 0.0 0.3733677864074707 "GALEX J212407.6+640646" 321.0320521820354 64.11283304084748 1 123.0 0.0 -999.0 -999.0 17.8312817 0.0470255241 -999.0 -999.0 267.600433 11.5875235 0.686209738 false -99.0 0.00154992694 320.67766 63.77346 2011-11-04 2011-11-04 2011-11-04 55869.11307870371 55869.11307870371 55869.11450231481 AIS_25 50025 1 82 6371795452836184064 7.9339094161987305 7.972076892852783 0 -99.0 -99.0 -999 2722.89990234375 42222.30078125 12.6801 0.368618 5.43849 1.76468 0.690753 -36.0247 6.590640068054199 17.322200775146484 102.547445962 9.79230368207 321.031489444 64.112330642 17.831281661987305 -999.0 321.0320521820354 64.11283304084748 102.54802703857422 9.792434692382812 50025
71 328.1603081381478 62.76462559166807 71 6371795458205943115 AIS 0 0.0 0.18551433086395264 "GALEX J215238.4+624552" 328.1603081381478 62.76462559166807 1 122.1 0.0 -999.0 -999.0 17.9875641 0.0590112358 -999.0 -999.0 231.725723 12.591548 0.6432325 false -99.0 0.00174584647 328.4929 62.87107 2011-11-03 2011-11-03 2011-11-03 55868.43423611111 55868.43423611111 55868.435648148145 AIS_25 50025 1 87 6371795458204893184 6.870283603668213 6.9664998054504395 17 -99.0 -99.0 -999 1303.0 17435.69921875 15.1817 0.425575 3.10475 1.13832 0.792842 -41.5068 4.409090042114258 17.126699447631836 104.021665784 6.65642331734 328.16045818 62.7645067669 17.987564086914062 -999.0 328.1603081381478 62.76462559166807 104.02174377441406 6.6565141677856445 50025
72 322.9572023945904 64.50323795795632 72 6371795442099815739 AIS 0 0.0 0.5441427230834961 "GALEX J213149.7+643011" 322.9572023945904 64.50323795795632 1 223.0 0.0 -999.0 -999.0 17.1421757 0.0274992362 -999.0 -999.0 504.811829 12.7826328 0.5052047 false -99.0 0.00177416508 324.15767 64.67869 2011-08-05 2011-08-26 2011-09-16 55778.679131944446 55799.38746527778 55820.161886574075 AIS_25 50025 1 72 6371795442098765824 14.96683406829834 15.310441970825195 49 -99.0 -99.0 -999 2724.800048828125 24366.69921875 31.0846 0.596614 4.74414 1.48711 1.24855 -21.6766 8.150059700012207 16.348600387573242 103.429270109 9.48631061409 322.957430179 64.5026491733 17.142175674438477 -999.0 322.9572023945904 64.50323795795632 103.42965698242188 9.4867582321167 50025
73 322.9579959939699 64.50302898729386 73 6371795443173557742 AIS 0 0.0 0.5687180161476135 "GALEX J213149.9+643010" 322.9579959939699 64.50302898729386 1 141.05 0.0 -999.0 -999.0 17.1221275 0.0338779129 -999.0 -999.0 514.2194 16.0411434 0.5052047 false -99.0 0.00238525518 321.63919 64.54363 2011-11-04 2011-11-04 2011-11-04 55869.11849537037 55869.11849537037 55869.12012731482 AIS_25 50025 1 73 6371795443172507648 15.24575424194336 15.553031921386719 17 -99.0 -99.0 -999 2724.800048828125 24366.69921875 31.0846 0.596614 4.74414 1.48711 1.24855 -21.6766 8.150059700012207 16.348600387573242 103.429270109 9.48631061409 322.957430179 64.5026491733 17.122127532958984 -999.0 322.9579959939699 64.50302898729386 103.42976379394531 9.486371040344238 50025
74 332.2025546595197 62.10586130960368 74 6371795464648395536 AIS 0 0.0 0.44415390491485596 "GALEX J220848.6+620621" 332.2025546595197 62.10586130960368 1 96.0 0.0 -999.0 -999.0 17.8710575 0.06195401 -999.0 -999.0 257.974518 14.7169027 1.139891 false -99.0 0.00161116151 331.43092 61.84925 2011-11-03 2011-11-03 2011-11-03 55868.43100694444 55868.43100694444 55868.43211805555 AIS_25 50025 1 93 6371795464647344128 7.64851713180542 7.732407569885254 2 -99.0 -99.0 -999 882.3250122070312 36281.69921875 50.4603 0.542954 2.21114 2.36656 1.1565 -8.46521 9.906959533691406 15.822600364685059 105.115279053 4.99796763408 332.203858581 62.1052599081 17.871057510375977 -999.0 332.2025546595197 62.10586130960368 105.11518859863281 4.998769283294678 50025
75 330.5264603005824 62.47548068715348 75 6371795457132200590 AIS 0 0.0 0.3052438795566559 "GALEX J220206.3+622831" 330.5264603005824 62.47548068715348 1 109.0 0.0 -999.0 -999.0 16.4494686 0.0316703 -999.0 -999.0 955.459351 27.8634281 0.6349282 false -99.0 0.00155553082 330.72418 62.76687 2011-11-03 2011-11-03 2011-11-03 55868.432546296295 55868.432546296295 55868.433807870366 AIS_25 50025 1 86 6371795457131151360 28.32778549194336 29.20416831970215 0 -99.0 -99.0 -999 1869.3800048828125 38121.80078125 94.4345 0.802018 15.8104 1.55514 1.28894 -73.984 5.4664998054504395 15.142200469970703 104.704008183 5.75792163453 330.526337343 62.4751073193 16.4494686126709 -999.0 330.5264603005824 62.47548068715348 104.70433044433594 5.758141994476318 50025
76 329.8040315078289 62.46248097400427 76 6371795465722137637 AIS 0 0.0 0.4809187650680542 "GALEX J215912.9+622744" 329.8040315078289 62.46248097400427 1 83.15 0.0 -999.0 -999.0 17.9601879 0.0605430342 -999.0 -999.0 237.64267 13.2482576 0.7432063 false -99.0 0.00188300293 329.46713 62.00789 2011-11-01 2011-11-01 2011-11-01 55866.51288194444 55866.51288194444 55866.51384259259 AIS_25 50025 1 94 6371795465721085952 7.045711040496826 7.250718116760254 1 -99.0 -99.0 -999 2528.139892578125 38590.5 11.7168 0.262618 1.13003 1.078 0.835236 -7.11606 5.331369876861572 17.408000946044922 104.429535651 5.95098089614 329.80336087 62.4629404311 17.960187911987305 -999.0 329.8040315078289 62.46248097400427 104.42955017089844 5.95038366317749 50025
77 340.2171861479942 56.82948148075206 77 6371900989847374729 AIS 0 0.0 0.33580759167671204 "GALEX J224052.1+564946" 340.2171861479942 56.82948148075206 1 250.05 0.0 -999.0 -999.0 17.0300846 0.0244029351 -999.0 -999.0 559.7133 12.5770245 0.7826389 false -99.0 0.00159210654 340.83064 56.82032 2011-07-30 2011-09-18 2011-11-06 55772.38569444444 55822.052361111106 55871.78697916667 AIS_28 50028 1 67 6371900989846323200 16.594572067260742 16.996679306030273 0 -99.0 -99.0 -999 1480.0799560546875 20356.19921875 93.496 0.908718 23.2364 1.49529 1.13324 -37.5653 4.787769794464111 15.152999877929688 105.760372749 -1.6244919606 340.217440494 56.8297483741 17.03008460998535 -999.0 340.2171861479942 56.82948148075206 105.76019287109375 -1.6247000694274902 50028
78 328.7760467646729 65.78828789233874 78 6371795417403752801 AIS 0 0.0 0.43545714020729065 "GALEX J215506.2+654717" 328.7760467646729 65.78828789233874 1 109.0 0.0 -999.0 -999.0 17.9207745 0.05493045 -999.0 -999.0 246.427933 12.4644537 0.621675432 false -99.0 0.00169701793 329.13388 66.19869 2011-11-03 2011-11-03 2011-11-03 55868.41929398148 55868.41929398148 55868.42055555555 AIS_25 50025 1 49 6371795417402703872 7.306179523468018 7.187212944030762 1 -99.0 -99.0 -999 547.9990234375 45644.69921875 11.8664 0.357157 2.01321 1.52903 1.02085 -61.1329 5.516369819641113 17.39419937133789 106.148737965 8.84095509375 328.775247717 65.7882160858 17.920774459838867 -999.0 328.7760467646729 65.78828789233874 106.14909362792969 8.840765953063965 50025
79 342.1585356801444 56.32178034862644 79 6371900988773631191 AIS 0 0.0 0.4049701392650604 "GALEX J224838.0+561918" 342.1585356801444 56.32178034862644 1 263.0 0.0 -999.0 -999.0 16.76517 0.0205156635 -999.0 -999.0 714.3843 13.4954586 0.7459948 false -99.0 0.00215703319 342.71441 56.58568 2011-07-30 2011-09-18 2011-11-06 55772.38394675926 55822.05061342593 55871.78481481482 AIS_28 50028 1 66 6371900988772581376 21.180309295654297 21.079124450683594 0 -99.0 -99.0 -999 1954.22998046875 18076.0 39.9102 0.64053 11.1363 1.3947 1.1409 -69.9132 4.52386999130249 16.077299118041992 106.468513978 -2.57324670036 342.158506451 56.3219522109 16.765169143676758 -999.0 342.1585356801444 56.32178034862644 106.46852111816406 -2.573446273803711 50028
82 350.610626646085 56.39842657378122 82 6371936192473074739 AIS 0 0.0 0.45669230818748474 "GALEX J232226.5+562354" 350.610626646085 56.39842657378122 1 80.05 0.0 -999.0 -999.0 17.8420029 0.05837268 -999.0 -999.0 264.971039 14.2422371 0.834315062 false -99.0 0.002126563 351.29635 56.14623 2011-09-27 2011-09-27 2011-09-27 55831.45135416667 55831.45135416667 55831.45228009259 AIS_29 50029 1 84 6371936192472023040 7.85595178604126 8.171015739440918 17 -99.0 -99.0 -999 190.14100646972656 13764.7998046875 24.0065 0.488965 1.26866 2.20185 1.15503 -69.4845 9.548089981079102 16.629199981689453 110.800707901 -4.3627352817 350.610324655 56.3983701625 17.842002868652344 -999.0 350.610626646085 56.39842657378122 110.80095672607422 -4.362767696380615 50029
84 353.8716330057428 51.50306760510168 84 6372041675796122963 AIS 0 0.0 0.24139341711997986 "GALEX J233529.1+513011" 353.8716330057428 51.50306760510168 1 92.0 0.0 -999.0 -999.0 16.9899712 0.035471376 -999.0 -999.0 580.7792 18.9696465 0.2652783 false -99.0 0.00171117007 353.82704 51.26328 2011-09-29 2011-09-29 2011-09-29 55833.57457175926 55833.57457175926 55833.57563657407 AIS_32 50032 1 19 6372041675795070976 17.219139099121094 17.663063049316406 514 -99.0 -99.0 -999 1724.5799560546875 966.5239868164062 30.5828 0.544712 9.43808 1.23587 1.08623 -50.2197 3.8986198902130127 16.366300582885742 111.077575307 -9.61268870073 353.871175789 51.5023882847 16.989971160888672 -999.0 353.8716330057428 51.50306760510168 111.07814025878906 -9.612151145935059 50032
86 352.6725178998711 54.67679530697021 86 6371936196768040327 AIS 0 0.0 0.37414586544036865 "GALEX J233041.4+544036" 352.6725178998711 54.67679530697021 1 104.0 0.0 -999.0 -999.0 17.6490974 0.04898093 -999.0 -999.0 316.490265 14.27439 0.332257181 false -99.0 0.00179736293 353.20459 54.89091 2011-10-29 2011-10-29 2011-10-29 55863.55674768518 55863.55674768518 55863.55795138889 AIS_29 50029 1 88 6371936196766990336 9.383411407470703 9.727754592895508 0 -99.0 -99.0 -999 1068.77001953125 8907.8095703125 17.8362 0.436667 3.09839 2.23527 1.11118 -14.5896 7.257400035858154 16.95170021057129 111.350829117 -6.3687083049 352.673126805 54.6772547874 17.649097442626953 -999.0 352.6725178998711 54.67679530697021 111.35043334960938 -6.3690643310546875 50029
89 354.6531548148377 56.00794855747466 89 6371936190325592215 AIS 0 0.0 0.5644410848617554 "GALEX J233836.7+560028" 354.6531548148377 56.00794855747466 1 102.1 0.0 -999.0 -999.0 17.6671581 0.05096322 -999.0 -999.0 311.2696 14.607091 0.6703807 false -99.0 0.004042289 354.81516 55.45093 2011-10-29 2011-10-29 2011-10-29 55863.559965277775 55863.559965277775 55863.56114583333 AIS_29 50029 1 82 6371936190324539392 9.22862720489502 9.248587608337402 137 -99.0 -99.0 -999 1813.8599853515625 11189.7001953125 17.6323 0.405027 4.19286 1.59121 1.16579 86.221 6.57125997543335 16.96419906616211 112.826206633 -5.42794784804 354.652990106 56.0082785967 17.667158126831055 -999.0 354.6531548148377 56.00794855747466 112.82627868652344 -5.428314685821533 50029
94 5.701813227201856 62.29811061136189 94 6373413879192486492 AIS 0 0.0 0.44195255637168884 "GALEX J002248.4+621753" 5.701813227201856 62.29811061136189 1 105.0 0.0 -999.0 -999.0 17.09369 0.0387764536 -999.0 -999.0 527.865845 18.84785 1.27981484 false -99.0 0.00171454565 6.28185 62.64949 2011-11-03 2011-11-03 2011-11-03 55868.2156712963 55868.2156712963 55868.21688657407 AIS_71 50071 1 31 6373413879191437312 15.650347709655762 15.792305946350098 5 -99.0 -99.0 -999 634.4910278320312 23322.80078125 26.3984 0.446512 4.7221 1.5524 0.954295 89.0506 5.663400173187256 16.526100158691406 119.611057597 -0.388838361922 5.70139710819 62.2981494472 17.093690872192383 -999.0 5.701813227201856 62.29811061136189 119.61131286621094 -0.3889061212539673 50071
95 9.572499335714303 53.17717382748197 95 6372463911883505704 AIS 0 0.0 0.5618450045585632 "GALEX J003817.4+531037" 9.572499335714303 53.17717382748197 1 96.0 0.0 -999.0 -999.0 15.5802479 0.0214522872 -999.0 -999.0 2127.65161 42.02854 0.2633276 false -99.0 0.00383547973 9.81404 53.72029 2011-11-08 2011-11-08 2011-11-08 55873.69635416667 55873.69635416667 55873.69746527778 AIS_44 50044 1 41 6372463911882457088 63.08134460449219 62.52978515625 1 -99.0 -99.0 -999 1786.77001953125 889.14501953125 106.913 0.751941 28.4531 1.31203 1.18124 86.2754 4.2818098068237305 15.007399559020996 120.934647599 -9.64401474086 9.57302195552 53.176745564 15.58024787902832 -999.0 9.572499335714303 53.17717382748197 120.93443298339844 -9.643575668334961 50044
96 10.0094726573272 53.19106229887645 96 6372463911883505749 AIS 0 0.0 0.5418732762336731 "GALEX J004002.2+531127" 10.0094726573272 53.19106229887645 1 96.0 0.0 -999.0 -999.0 17.7258282 0.06582191 -999.0 -999.0 294.8955 17.8734665 0.342200458 false -99.0 0.00427786447 9.81404 53.72029 2011-11-08 2011-11-08 2011-11-08 55873.69635416667 55873.69635416667 55873.69746527778 AIS_44 50044 1 41 6372463911882457088 8.743163108825684 8.577872276306152 1 -99.0 -99.0 -999 1150.06005859375 892.3410034179688 14.9706 0.225761 3.66499 1.38972 1.09989 55.3452 4.6903300285339355 17.14189910888672 121.1999446 -9.64276490912 10.0088700686 53.1906331281 17.725828170776367 -999.0 10.0094726573272 53.19106229887645 121.20040893554688 -9.642356872558594 50044
99 7.878021787458453 61.98079504195639 99 6373413889929905547 AIS 0 0.0 0.2512561082839966 "GALEX J003130.7+615850" 7.878021787458453 61.98079504195639 1 108.0 0.0 -999.0 -999.0 15.9579725 0.0230697412 -999.0 -999.0 1502.48694 31.9171124 1.06124115 false -99.0 0.00171893241 8.32672 62.11827 2011-11-03 2011-11-03 2011-11-03 55868.21231481482 55868.21231481482 55868.21356481481 AIS_71 50071 1 41 6373413889928855552 44.54624557495117 45.273292541503906 17 -99.0 -99.0 -999 2605.199951171875 22335.599609375 78.6038 0.743967 14.3452 2.12147 1.13524 -86.7559 6.780059814453125 15.341400146484375 120.593648993 -0.800065691347 7.87748907265 61.9811736188 15.957972526550293 -999.0 7.878021787458453 61.98079504195639 120.59393310546875 -0.8004679679870605 50071
100 8.185832350746812 63.30478952672064 100 6373413878118747405 AIS 0 0.0 0.2930656671524048 "GALEX J003244.6+631817" 8.185832350746812 63.30478952672064 1 106.9 0.0 -999.0 -999.0 15.5152225 0.0186785832 -999.0 -999.0 2258.97046 38.8530121 1.46804214 false -99.0 0.00186507718 8.5223 63.05411 2011-11-03 2011-11-03 2011-11-03 55868.2172800926 55868.2172800926 55868.218506944446 AIS_71 50071 1 30 6373413878117695488 66.9747314453125 68.3119125366211 2 -99.0 -99.0 -999 2028.4599609375 25478.80078125 106.76 0.786485 28.8715 1.33606 1.10986 78.3624 4.245190143585205 15.008999824523926 120.83394649 0.509467276726 8.18546713317 63.305030857 15.515222549438477 -999.0 8.185832350746812 63.30478952672064 120.83415222167969 0.5092097520828247 50071
106 24.35610143674702 60.98413352562455 106 6373413925363387766 AIS 0 0.0 0.5321454405784607 "GALEX J013725.4+605902" 24.35610143674702 60.98413352562455 1 109.0 0.0 -999.0 -999.0 17.4178963 0.063423574 -999.0 -999.0 391.598816 22.8697929 0.725828767 false -99.0 0.002426386 23.4902 60.66013 2011-12-29 2011-12-29 2011-12-29 55924.34862268518 55924.34862268518 55924.34988425927 AIS_71 50071 1 74 6373413925362335744 11.610255241394043 11.863335609436035 259 -99.0 -99.0 -999 951.77099609375 20916.30078125 19.6203 0.403472 6.15645 1.35345 1.02163 -67.9838 4.163569927215576 16.84819984436035 128.481779949 -1.39125041541 24.3569510316 60.9839641282 17.417896270751953 -999.0 24.35610143674702 60.98413352562455 128.48141479492188 -1.3911446332931519 50071
107 24.06038985354764 56.75593246852718 107 6372463892556156449 AIS 0 0.0 0.3379117548465729 "GALEX J013614.4+564521" 24.06038985354764 56.75593246852718 1 203.0 0.0 -999.0 -999.0 17.2777863 0.0265153553 -999.0 -999.0 445.538635 10.8780994 0.580348551 false -99.0 0.00157295971 24.10785 56.41903 2011-09-30 2011-11-14 2011-12-28 55834.472662037035 55879.1393287037 55923.799062499995 AIS_44 50044 1 23 6372463892555104256 13.209482192993164 13.54560375213623 2 -99.0 -99.0 -999 1689.9000244140625 10820.400390625 21.5865 0.472549 4.65863 1.67183 1.15738 33.822 5.607260227203369 16.74449920654297 129.074541645 -5.58043794034 24.0611880273 56.7559716808 17.277786254882812 -999.0 24.06038985354764 56.75593246852718 129.07418823242188 -5.580539226531982 50044
